place_id,location,accesslvl,rules
399,"Francis Lewis Blvd., 121 Ave. bet. 219 St. and 222 St.",0,Adults Allowed
400,Rivington St,2,Adults Allowed
401,Lorimer St. bet. Montrose Ave. and Boerum St.,3,Adults not allowed in some locations
402,"Nr Colonial Rd Entrance, 67 St, South Of B066-01",2,Unknown
403,"Seaman Ave Bet Isham, W 207 St",2,Adults not allowed in some locations
404,193 St & Aberdeen Rd,4,Unknown
405,91 St & Central Park West,4,Unknown
406,E 7 St - 8 St & Ave B,4,Unknown
407,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,4,Adults Allowed
408,Parade Pl & Crooke Ave,1,Unknown
409,E 182 St bet. Belmont Av and Croton Av,4,Adults Allowed
410,"Albany Ave., E. New York Ave., Lefferts Ave.",4,Adults Allowed
411,"W. 52 St. To W. 54 St., 11 Ave. To 12 Ave.",0,Adults not allowed in some locations
412,Not Specified,0,Unknown
413,St. Raymond's Ave. bet. Odell St. and Purdy St.,4,Adults Allowed
414,"Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.",0,Adults not allowed in some locations
415,10 Ave. bet. W. 47 St. and W. 48 St.,4,Adults Allowed
416,S/s Cross Bronx Exwy bet. Townsend Av and Jerome Av,0,Unknown
417,Sterling Pl. to Park Pl. between Classon Ave. and Washington Ave.,2,Unknown
418,"55 Dr., Hamilton Pl., Perry Ave.",0,Adults not allowed in some locations
419,"52 St., Woodside Ave. bet. 39 Rd. and 39 Dr.",4,Adults Allowed
420,"Morningside Ave., W. 123 St. and W. 124 St.",1,Adults Allowed
421,Adee Ave. at Tenboeck Ave.,3,Adults Allowed
422,City Island Ave bet. Centre St. and Winter St.,4,Adults not allowed in some locations
423,Magenta St. bet. Holland Ave. and Cruger Ave.,4,Adults Allowed
424,23 Ave. bet. 212 St. and Bell Blvd.,4,Adults Allowed
425,Mt Eden & Morris Ave,4,Adults not allowed in some locations
426,Matilda Ave. to Carpenter Ave. bet. E. 239 St. and E. 240 St.,4,Adults Allowed
427,"East 180th St, Boston Rd",2,Adults Allowed
428,W. 12 St. between Neptune Ave. and Surf Ave.,4,Adults Allowed
429,Not Specified,0,Unknown
430,Macy Ave. bet. Lafayette Ave. and Kosciuszko St.,0,Adults Allowed
431,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",3,Adults Allowed
432,"W. 150 St., W/s 7 Ave.",3,Adults Allowed
433,Clintonville St. bet. 17 Ave. and 17 Rd.,0,Adults Allowed
434,Stanley Ave. between Autumn Ave. and Hemlock St.,4,Adults Allowed
435,"W Mosholue Pkwy N, Gates Pl",4,Adults not allowed in some locations
436,"41 Ave., 42 Ave. bet. 103 St. and 104 St.",3,Unknown
437,"Merrick Blvd., Baisley Blvd. 120 Ave.",0,Unknown
438,Underhill Ave. bet. Prospect Pl. and Park Pl.,4,Adults Allowed
439,79 St & Park Lane South,0,Unknown
440,"Canal St, Essex St, Jefferson St and E Broadway",2,Adults Allowed
441,Ten Eyck St. to Stagg St. between Lorimer St. and Union Ave.,0,Adults Allowed
442,166 St. bet. 21 Rd. and 21 Ave.,4,Adults not allowed in some locations
443,W. 90 St. bet. Amsterdam Ave. and Columbus Ave.,4,Adults Allowed
444,W 83 St & Riverside Dr,3,Unknown
445,30 Rd. bet. 45 St. and 46 St.,4,Unknown
446,"3 St., 4 St. bet. 4 Ave. and 5 Ave.",4,Adults Allowed
447,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,4,Adults not allowed in some locations
448,Clinton St. between Verandah Pl. and Congress St.,4,Adults not allowed in some locations
449,"Lexington Ave., E. 95 St. To E. 96 St.",4,Adults Allowed
450,"Within Zone 1A, Along Hudson River At Approximately W 163 St",0,Adults not allowed in some locations
451,E 170 St bet. Sheridan Av and Morris Av,0,Unknown
452,18 Ave. bet. 83 St. and 82 St.,4,Adults Allowed
453,Not Specified,0,Unknown
454,Myrtle Ave. bet. Nostrand Ave. and Marcy Ave.,0,Adults Allowed
455,"High St., Lyman Ave., Bay St. and Summer St.",0,Adults not allowed in some locations
456,64 Ave. bet. 218 St. and 219 St.,4,Adults Allowed
457,2 Ave. bet. 55 St. and 56 St.,4,Adults Allowed
458,68 St & Central Park West (E),0,Unknown
459,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",4,Unknown
460,Colden & Juniper Sts,4,Unknown
461,37 Ave. bet. Bowne St. and Parsons Blvd.,0,Adults Allowed
462,20 Ave. bet. 47 St. and 48 St.,2,Adults Allowed
463,Lafayette Ave. and Classon Ave.,4,Adults Allowed
464,Bradford Ave. bet. La Salle Ave. and Waterbury Ave.,0,Adults Allowed
465,"Stillwell Ave., Benson Ave., Bay 43 St.",0,Unknown
466,"Hoyt Ave., bet. 24 St. and Crescent St.",0,Unknown
467,S/S E 176 St bet. Crotona Av and Prospect Av,4,Adults Allowed
468,Greencroft Ave. bet. Ainsworth Ave. and Redgrave Ave.,2,Adults Allowed
469,"Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl.",0,Unknown
470,Ave. Z between W. 1 St. and West St.,2,Adults Allowed
471,W 169 St & Merriam Ave,0,Adults Allowed
472,67 St & 5th Ave,4,Unknown
473,"Sand La., Major Ave. and Mcfarland Ave.",2,Unknown
474,Not Specified,0,Unknown
475,"E. 26 St. To E. 28 St., 2 Ave.",3,Adults Allowed
476,E 188 St bet. Arthur Av and Hughes Av,3,Adults Allowed
477,W 117 St & Morningside Ave,0,Adults not allowed in some locations
478,Jewett Ave. and Castleton Ave.,0,Unknown
479,"Van Wyck Exwy. Sr. Rd. E., 142 St., 106 Ave.",4,Adults Allowed
480,Cross Bronx Exwy Service Rd N bet. Topping Av and Clay Av,4,Adults Allowed
481,"Horace Harding Exwy. Sr. Rd. S., 138 St., 61 Rd.",2,Adults not allowed in some locations
482,108 St & Fifth Ave,3,Unknown
483,W/s 7 Ave. at W. 130 St.,4,Unknown
484,"Amsterdam Ave., W. 104 St. and W. 105 St.",4,Adults Allowed
485,"Park Ave., Martin Luther King Pl., Marcy Ave.",4,Unknown
486,Second Ave. bet. E. 90 St. and E. 91 St.,4,Adults not allowed in some locations
487,"E. 38 St., Ave. M, Flatlands Ave.",4,Adults Allowed
488,"Rodney St., S. 3 St. and S. 4 St.",0,Adults Allowed
489,Reservoir Oval West & 208 St,2,Adults not allowed in some locations
490,"Union Hall St., 160 St. bet. 110 Ave. and 109 Ave.",4,Adults Allowed
491,14 Ave & 86 St,4,Unknown
492,E 25 St & Madison Ave,3,Adults not allowed in some locations
493,"233 St, Dereimer St & Baychester Ave",4,Adults not allowed in some locations
494,"Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.",4,Adults Allowed
495,62nd Drive And Grand Central Pkwy Service Rd,0,Unknown
496,Not Specified,0,Unknown
497,Not Specified,0,Unknown
498,Franklin Ave. between Willoughby Ave. and Dekalb Ave.,4,Adults Allowed
499,Warren St. to Baltic St. between Hoyt St. and Smith St.,4,Adults Allowed
500,Between Park Building And Pond,4,Adults not allowed in some locations
501,"77 St, W/o 5th Ave",3,Unknown
502,Not Specified,0,Unknown
503,Dean St. to Bergen St. between 6 Ave. and Carlton Ave.,4,Adults Allowed
504,Ave. N between E. 49 St. and Utica Ave.,4,Adults Allowed
505,"Hudson St., Bleecker St. and 8 Ave.",4,Adults Allowed
506,"E Houston St, Stanton St, Sheriff St, Pitt St",4,Unknown
507,"7 Ave. To 8 Ave., W. 143 St. To W. 144 St.",4,Adults Allowed
508,Center Of Zone 2 Closer To Victory Blvd,0,Adults Allowed
509,"1 St, E River, Hallets Cove",0,Unknown
510,Hoe Av bet. Aldus St and Westchester Av,0,Adults not allowed in some locations
511,Barnes Ave. bet. E. 216 St. and E. 215 St.,4,Adults Allowed
512,"Bet Graham Blvd, Jefferson Ave, Father Capodanno Blvd.",4,Adults Allowed
513,E 164 St & Jerome Ave,2,Adults not allowed in some locations
514,Stanhope St. bet. Fairvier Ave. and Grandview Ave.,0,Adults not allowed in some locations
515,Not Specified,0,Unknown
516,Not Specified,0,Unknown
517,67 Ave. bet. 173 St. and 174 St.,4,Adults Allowed
518,E. 115 St. bet. 3 Ave. and Lexington Ave.,1,Adults Allowed
519,Anthony Av bet. Prospect Pl and Ittner Pl,2,Adults Allowed
520,164 St. bet. 65 Ave. and 67 Ave.,4,Adults Allowed
521,Not Specified,0,Unknown
522,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",3,Adults Allowed
523,Bedford Ave. bet. S. 9 St. and Division Ave.,2,Adults Allowed
524,82 Ave. bet. 256 St. and 257 St.,4,Adults Allowed
525,E 183 St bet. Park Av and Webster Av,4,Adults not allowed in some locations
526,"W. 89 St., Amsterdam Ave. and Columbus Ave.",2,Adults not allowed in some locations
527,W. 204 St. bet. 10 Ave. and Nagle Ave.,3,Adults Allowed
528,Riverdale Ave. bet. Thatford Ave. and Osborn St.,4,Adults not allowed in some locations
529,Scholes St. bet. Manhattan Ave. and Graham Ave.,0,Unknown
530,E 124 St Bet 1 & 2 Aves,0,Unknown
531,102 St. bet. Corona Ave. and Alstyne Ave.,4,Adults Allowed
532,"1 Ave., bet. E. 41 St. and E. 42 St.",0,Unknown
533,"3 Ave, Whitestone Bridge Approach",4,Unknown
534,155 Ave. bet. 83 St. and 84 St.,2,Adults Allowed
535,E Tremont & Arthur Aves,2,Adults Allowed
536,"Atlantic Ave., Cleveland St. and Liberty Ave.",0,Adults Allowed
537,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,4,Adults Allowed
538,"Jerome Ave, East Gunhill Rd",3,Unknown
539,"Hudson St, St Luke's Pl, Clarkson St, 7 Av",4,Adults not allowed in some locations
540,Ave. P bet. E. 4 St. and Ocean Pkwy.,0,Adults Allowed
541,"Francis Lewis Blvd., 201 St. bet. 42 Ave. and Station Rd.",4,Adults Allowed
542,Sutphin Blvd & 125 Ave,2,Unknown
543,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,2,Adults Allowed
544,Washington to Bathgate Av bet. W 181 St and E 183 St,0,Adults Allowed
545,W 97 St & Riverside Dr,4,Unknown
546,Woodruff Ave. and Ocean Ave.,4,Adults not allowed in some locations
547,Lincoln Rd & Ocean Ave,3,Unknown
548,"Cherry St. To Water St., W. Catherine Slip To Market Slip",2,Adults not allowed in some locations
549,Kappock St Btw Independence & Palisade Aves,0,Adults not allowed in some locations
550,"Penn St., Wythe Ave., Williamsburg St. E.",0,Adults Allowed
551,3 Ave. bet. 35 St. and 34 St.,4,Adults Allowed
552,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",2,Adults Allowed
553,W 179 St bet. Cedar Av and Sedgwick Av,0,Adults Allowed
554,Belmont Ave. between Forbell St. and Drew St.,4,Adults Allowed
555,Bailey Ave. bet. W. Kingsbrodge Rd. and W. 193 St.,4,Adults Allowed
556,Thompson St bet. Spring St and Prince St,2,Adults Allowed
557,E. 165 St. and Rogers Pl.,4,Adults Allowed
558,Drumgoole Rd E & Woodhull Ave,4,Unknown
559,Glenwood Rd. between E. 100 St. and E. 101 St.,4,Adults not allowed in some locations
560,Ave. S bet. E. 14 St. and E. 15 St.,0,Adults Allowed
561,65 Pl. bet. Shaler Ave. and the rail yards,0,Adults Allowed
562,97 St & Central Park West,4,Unknown
563,"Armstrong Ave, Tennyson Dr",0,Unknown
564,Gerritsen Ave & Ave X,0,Adults not allowed in some locations
565,"Dumont Ave., Blake Ave. bet. Bradford St. and Miller Ave.",4,Adults Allowed
566,"Crotona E-Suburban, Charlotte",4,Adults Allowed
567,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,4,Adults Allowed
568,B 84 St & Shore Front Pkwy (W/o B 84 St),4,Unknown
569,Home St bet. Boston Rd and Jackson Av,4,Adults not allowed in some locations
570,"River Terr, Murray St",4,Unknown
571,Not Specified,0,Unknown
572,"Waring Ave, Bronx Pk E",4,Adults Allowed
573,93 St & Central Park West,3,Unknown
574,"Beach 65 St. to Beach 66 St., Beach Channel Dr.",4,Adults Allowed
575,Rose & Oak Aves,4,Unknown
576,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,4,Adults Allowed
577,"E 161 St, Trinity Av, E 163 St, Cauldwel",0,Unknown
578,W 173 St & Ft Washington Ave,2,Adults not allowed in some locations
579,56 Ave. bet. 201 St. and 202 St.,4,Adults Allowed
580,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,0,Adults Allowed
581,60 St. bet. Borden Ave. and 55 Dr.,0,Adults not allowed in some locations
582,"Foote Ave., Howard Ave., Martha St., Clove Rd.",4,Adults Allowed
583,Vandervoort Ave. bet. Cherry St. and Anthony St.,0,Unknown
584,E. 102 St. To E. 104 St. and 2 Ave.,4,Adults Allowed
585,Dumont Ave. between Powell St. and Mother Gaston Blvd.,4,Adults not allowed in some locations
586,Manida St bet. Spofford Av and Lafayette Av,0,Adults Allowed
587,"32 Ave., 33 Ave. bet. Corporal Kennedy St. and 210 St.",0,Adults not allowed in some locations
588,Stanley Ave. and Eldert La.,4,Adults Allowed
589,251 St. bet. 61 Ave. and 63 Ave.,2,Adults Allowed
590,Hoyt Ave. bet. 21 St. and 23 St.,4,Adults Allowed
591,"Harlem River Dr., W. 151 St. To W. 154 St.",0,Adults not allowed in some locations
592,Wyona St. to Vermont St. between Fulton St. and Jamaica Ave.,4,Adults Allowed
593,Beach 49 St. bet. Elizabeth Ave. and Beach Channel Dr.,4,Unknown
594,Winthrop St. between Rogers Ave. and Bedford Ave.,0,Adults Allowed
595,"Broadway., 82 St., 45 Ave.",0,Adults Allowed
596,Pearl St. bet. Fulton St. and Beekman St.,2,Adults not allowed in some locations
597,"Brookville Blvd, 144 Ave &  Caney Rd.",4,Unknown
598,"Ellery St. at Delmonico Pl., Hopkinds St. bet. Tompkins Ave. and Throop Ave.",4,Adults Allowed
599,Crawford Ave. at Baychester Ave.,4,Adults Allowed
600,E. Houston St. and FDR Dr.,4,Adults Allowed
601,"51 Ave., 51 Rd., 72 Pl.",4,Unknown
602,W. 78 St. and Amsterdam Ave.,3,Adults Allowed
603,Olmstead Ave. bet. Turnbull Ave. and Lafayetter Ave.,0,Adults not allowed in some locations
604,Dekalb Ave. between Adelphi St. and Carlton Ave.,4,Adults Allowed
605,Aldus St to Bruckner Blvd bet. Bryant Av and Longfellow Av,4,Adults Allowed
606,W 149 St & Bradhurst Ave,2,Adults Allowed
607,Park Ave. bet. E 108 St. and E. 109 St.,4,Adults Allowed
608,E 168 St bet.  Park Av and Washington Av,4,Adults Allowed
609,"College Pt Blvd, Van Wyck Expwy, At Booth Memorial Ave",4,Unknown
610,Livonia Ave. between Barbey St. and Schenck Ave.,4,Adults Allowed
611,W 214 St & Seaman Ave,4,Adults not allowed in some locations
612,Jamaica Ave & Elton St,0,Unknown
613,W 175 St bet. Washington Av and Bathgate Av,2,Adults not allowed in some locations
614,"E 219 St, Bronx River Parkway",2,Adults Allowed
615,"Brielle Ave, Rockland Ave, Walcott Ave",0,Unknown
616,"Vermont St, Stanley Ave, Gershwin JHS, Fence Betw Courts & Football Field",0,Adults Allowed
617,"16 Ave., New Utrecht Ave. bet. 70 St. and 71 St.",3,Adults Allowed
618,7 Ave. bet. W. 150 St. and W. 151 St.,4,Adults Allowed
619,S. 4 St. bet. Roebling St. and Williamsburg Bridge Ramp,4,Adults Allowed
620,"Bergen St., Utica Ave., Rochester Ave., St Mark's Ave.",0,Adults Allowed
621,Schermerhorn St. bet. Nevins St. and 3 Ave.,4,Adults not allowed in some locations
622,Brooklyn Ave & Prospect Pl,2,Adults not allowed in some locations
623,"W 112-113 Sts, Riverside Dr",3,Unknown
624,Brook Av to 3 Av bet. E 157 St and E 158 St,4,Adults Allowed
625,On Beachfront-Sand Area (MPPA Section 11-12),4,Unknown
626,E. 135 St. bet. Cypress Ave. and St Ann's Ave.,4,Adults Allowed
627,59 Dr. bet. Fresh Pond Rd. and 63 St.,4,Adults Allowed
628,"Center Of Pk, LIE Svce Rd, 54 Ave Between 63 And 61 Sts",2,Adults not allowed in some locations
629,Ave. L bet. E. 17 St. and E. 18 St.,3,Adults Allowed
630,Colonial Rd. from 83 St. to 85 St.,2,Adults Allowed
631,"Ave. C, FDR Dr., E. 17 St.",4,Adults Allowed
632,46 Ave. bet. 164 St. and 165 St.,0,Adults not allowed in some locations
633,4 St & Prospect Pk W,3,Unknown
634,St. Raymond's Ave. bet. Odell St. and Purdy St.,4,Adults Allowed
635,21 St. bet. 34 Ave. and 35 Ave.,0,Adults Allowed
636,"Manton St. bet. 83 Ave., 134 St. and Main St.",0,Unknown
637,Farragut Rd. between E. 45 St. and E. 46 St.,0,Adults not allowed in some locations
638,6 Ave. between 18 St. and 19 St.,2,Adults Allowed
639,"Houston St., E. 1 St., 1 Ave.",2,Adults Allowed
640,"Longfellow Ave., Lowell St., E. 165 St.",0,Unknown
641,Not Specified,0,Unknown
642,Mcdonald Ave. between Ave. S and Ave. T,0,Unknown
643,"Tompkins Ave., Willoughby Ave., Vernon Ave.",4,Adults Allowed
644,"30 Ave. To 31 Ave. and Boody St., BQE",0,Unknown
645,"Lynch St., Middleton St. bet. Lee Ave. and Bedford Ave.",4,Adults Allowed
646,"Fulton Ave Bet St Paul, E171",4,Adults Allowed
647,E. 42 St. bet. 1 Ave. and 2 Ave.,0,Adults not allowed in some locations
648,Little Neck Pkwy. bet. 42 Ave. and 43 Ave.,4,Unknown
649,"67 St & Colonial Rd, North Of B066-02",2,Unknown
650,"Cross Bay Blvd., Channel Rd. bet. E. 16 Rd. and E. 18 Rd.",4,Unknown
651,E. 148 St. bet. Morris Ave. and College Ave.,0,Adults Allowed
652,E. 101 St. bet. 3 Ave. and Lexington Ave.,4,Adults not allowed in some locations
653,"66-67 Sts, 5th Ave",2,Unknown
654,"Richmond Ter. To Kill Van Kull, Faber St.",0,Adults not allowed in some locations
655,E. 141 St. bet. Brook Ave. and St Ann's Ave.,0,Adults Allowed
656,Not Specified,0,Unknown
657,Edith Ave. at Irvington St.,4,Adults Allowed
658,Ralph Ave. bet. Chauncey St. and Sumpter St.,4,Adults Allowed
659,Robard La. bet. Hollis Ave. and Montery St.,0,Adults Allowed
660,Centreville St. bet. 133 Ave. and 103 St.,4,Adults Allowed
661,35 Ave. bet. Steinway St. and 41 St.,4,Adults not allowed in some locations
662,"E 227 St, Bronx River Parkway",0,Adults Allowed
663,Claremont Pkwy bet. Park Av and Washington Av,0,Adults Allowed
664,Union Sq W Betw. 17 & 16 St,3,Adults not allowed in some locations
665,"Willowbrook Pkwy., Forest Ave. to Houston St.",0,Adults Allowed
666,Rev James Polite Av to Interval Av bet. E 167 St and Home St,3,Adults Allowed
667,Hoyt Ave. bet. 23 St. and  24 St.,0,Unknown
668,East 84 St & East End Ave,3,Adults Allowed
669,Brookville Blvd. bet. 136 Ave. 137 Ave.,2,Adults Allowed
670,"Cherry St, Pike St, Monroe St",0,Adults Allowed
671,149 St & 25 Ave,4,Adults Allowed
672,W 76 St & Riverside Dr,3,Unknown
673,Kissena Blvd & Booth Mem Ave,4,Unknown
674,W. 70 St. bet. W. End Ave. and Amsterdam Ave.,1,Adults Allowed
675,Balcom Ave Btw Schley & Miles Aves,0,Adults not allowed in some locations
676,"Whitney Ave., 43 Ave., bet. Judge St. and Ketcham St.",0,Adults not allowed in some locations
677,Mc Kibbin St. bet. White St. and Bogart St.,0,Adults Allowed
678,Fulton St. between Saratoga Ave. and Hopkinson Ave.,3,Adults Allowed
679,W. 49 St. bet. 9 Ave. and 10 Ave.,0,Unknown
680,W 133 St & St Nicholas Ave,4,Adults Allowed
681,"Grand Central Pkwy (Upper Area), GCP & Douglaston Pkwy Entrance",0,Unknown
682,"Ave. S, Morre Pl. bet. E. 16 St. and E. 17 St.",4,Adults Allowed
683,235 Ct. bet. Hillside Ave. and 87 Ave.,0,Adults Allowed
684,"Jules Dr., Elson Ct., Regis Dr.",1,Adults Allowed
685,E Houston To Stanton Sts,2,Adults not allowed in some locations
686,Hudson Manor Ter bet. W 237 St and W 236 St,0,Unknown
687,"Bet 81-82 Sts, N Conduit Ave",4,Adults Allowed
688,Guerlain St. bet. Taylor Ave. and Thieriot Ave.,4,Adults Allowed
689,Evergreen Ave. between Eldert St. and Covert St.,2,Adults Allowed
690,79 St & 5 Av,0,Unknown
691,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",0,Adults Allowed
692,193rd St And Radnor Road,4,Unknown
693,S. 3 St. bet. Berry St. and Bedford Ave.,0,Adults Allowed
694,Springfield Blvd. bet. 53 Ave. and 56 Ave.,2,Adults not allowed in some locations
695,Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.,4,Adults Allowed
696,"Seaview Ave, E 92 St",4,Unknown
697,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",0,Adults Allowed
698,Willoughby Ave. between Lewis Ave. and Marcus Garvey Blvd.,4,Adults Allowed
699,W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.,0,Adults Allowed
700,Lafayette Ave Btw Marcy & Tompkins Aves,4,Adults not allowed in some locations
701,"45 Ave., 45 Rd. bet. 11 St. and 21 St.",4,Adults not allowed in some locations
702,Malcom X Blvd. between Chauncey St. and Marion St.,0,Adults Allowed
703,Ditmas Ave. bet. E. 92 St. and E. 91 St.,2,Adults Allowed
704,Jackson Ave & 144 St,4,Adults Allowed
705,"Bailey Ave, W 234 St To Approximately W 235 St",3,Unknown
706,Pacific St. between Nevins St. and 3 Ave.,4,Adults not allowed in some locations
707,"2 Ave., E. 96 St. to E. 97 St.",0,Unknown
708,80 St & Myrtle Ave,3,Unknown
709,Broadway & Dyckman St,3,Unknown
710,W. 139 St. bet. Adam C Powell Blvd. and Lenox Ave.,4,Adults Allowed
711,Franklin St. bet. Commerical St. and Dupoint St.,3,Adults Allowed
712,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",4,Adults Allowed
713,"Adelphi St., Clermont Ave., Dekalb Ave., Willoughby Ave.",2,Adults Allowed
714,Morningside Dr & 110 St,4,Adults not allowed in some locations
715,Not Specified,0,Unknown
716,E. 12 St. bet. Ave. A and Ave. B,4,Adults not allowed in some locations
717,Franklin St. bet. Milton St. and Noble St.,4,Adults Allowed
718,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",0,Unknown
719,Not Specified,0,Unknown
720,Ralph Ave. and Farragut Rd.,4,Adults Allowed
721,W 164 St & Edgecombe Ave,3,Unknown
722,Virginia Ave. and Anderson St.,4,Adults Allowed
723,N/s Cross Bronx Exwy bet. Morris Av and Grand Concourse,0,Adults not allowed in some locations
724,Edgecombe Ave. Between 155 St & 157 St,0,Adults not allowed in some locations
725,Park Ave. bet. Washington Ave. and Hall St.,4,Adults Allowed
726,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,4,Adults Allowed
727,94th St & Ridge Blvd,4,Unknown
728,Marble Hill Av bet. W 230 St and W 228 St,4,Adults Allowed
729,134 Rd. and 173 St.,3,Adults Allowed
730,Hopkinson Ave. bet. Marion St. and Chauncey St.,4,Adults Allowed
731,"96 St, W/o Fifth Ave",4,Unknown
732,Little Neck Pkwy. bet. 72 Ave. and 73 Ave.,0,Adults Allowed
733,Preston Ave. bet. Koch Blvd. and Osborne St.,2,Adults Allowed
734,"Near The Recreation Building, Off Baisley Blvd",2,Unknown
735,"11 St., 12 St. bet. 2 Ave. and 3 Ave.",0,Adults Allowed
736,Not Specified,0,Unknown
737,E 183 St bet. Washington Av and Park Av,3,Adults Allowed
738,Orchard Beach  Section 6-7,3,Unknown
739,W 91 St & Riverside Dr,3,Unknown
740,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St.",0,Unknown
741,"Prospect St., York St. bet. Jay St. and Bridge St.",0,Adults Allowed
742,Decatur St. to Schaefer St. between Bushwick Ave. and Evergreen Ave.,4,Adults Allowed
743,W 240 St & Broadway,4,Unknown
744,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,4,Adults Allowed
745,73 Ave. bet. 195 St. and 196 Pl.,4,Adults Allowed
746,Not Specified,0,Unknown
747,Hudson St. bet. Gansevoort St. and Horatio St.,2,Adults Allowed
748,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",4,Unknown
749,"M C Plaza, Ft Washington Ave",4,Adults Allowed
750,Madison St. bet. 60 Pl. and Fresh Pond Rd.,4,Adults Allowed
751,"Ave. L, E. 4 St., Mcdonald Ave., Ave. M",0,Unknown
752,"Atlantic Ave., 95 Ave. bet. 127 St. and 125 St.",0,Unknown
753,Arnow Ave. bet. Olinville Ave. and White Plains Rd.,4,Adults Allowed
754,115 Rd. bet. 218 St. and 2019 St.,4,Adults Allowed
755,179 Pl. bet. 90 Ave. and Jamaica Ave.,4,Adults Allowed
756,"E. 48 St. To E. 49 St., FDR",4,Adults Allowed
757,Sullican Pl. bet. Rogers Ave. and Nostrand Ave.,2,Adults not allowed in some locations
758,Remsen Ave. and Glenwood Rd.,0,Adults Allowed
759,"Springfield Blvd., Sloan St. bet. 139 Ave. and Eastgate Plaza",0,Adults Allowed
760,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",4,Adults Allowed
761,Shore Blvd Opp 23 Ave,0,Adults Allowed
762,3 Ave. bet. 40 St. and 41 St.,0,Adults Allowed
763,N. Conduit Ave. bet. 230 Pl. and the Belt Pkwy.,0,Unknown
764,72 St & East Green,2,Unknown
765,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,3,Adults not allowed in some locations
766,"Hamilton Pl., W. 140 St. To W. 141 St.",4,Adults Allowed
767,"Riverside Dr., Claremont Ave. To W. 122 St.",4,Adults not allowed in some locations
768,Dumont Ave & Bristol St,1,Adults not allowed in some locations
769,Madison St. bet. Catherine St. and Oliver St.,4,Adults Allowed
770,"Sheridan Exwy, Bronx River, S/o E 174 St Bridge",0,Adults not allowed in some locations
771,"N/s E. 104 St., Madison Ave. and Park Ave.",4,Adults Allowed
772,Ave. H between E. 54 St. to E. 55 St.,0,Adults Allowed
773,Not Specified,0,Unknown
774,W 152 St & Bradhurst Ave,2,Adults Allowed
775,E. 177 St. at Walton Ave.,4,Adults not allowed in some locations
776,Reservoir Oval West,4,Adults not allowed in some locations
777,11 St & Prospect Park W,2,Unknown
778,Union St. bet. 31 Rd. and 31 Dr.,4,Adults Allowed
779,Cropsey & Bay 8,4,Unknown
780,Not Specified,0,Unknown
781,137 St. bet. 76 Ave. and 76 Rd.,4,Adults Allowed
782,2 Ave. bet. E. 29 St. and E. 30 St.,4,Adults Allowed
783,Spring St. and Mulberry St.,4,Adults Allowed
784,"Lenox Ave, W. 113 St. To W. 114 St.",1,Unknown
785,"S. 5 St., Broadway, Havemeyer St.",0,Unknown
786,34 Ave & Vernon Blvd,4,Adults not allowed in some locations
787,E. 133 St. and Bruckner Blvd. bet. St Ann's Pl. and Cypress Ave.,0,Unknown
788,Wyckoff St. between Hoyt St. and Bond St.,3,Adults not allowed in some locations
789,17 St. bet. 5 Ave. and 6 Ave.,0,Adults Allowed
790,Lee Ave. between Wilson St. and Taylor St.,4,Adults Allowed
791,"Bowen St., Vanderbilt Ave., Targee St.",0,Adults not allowed in some locations
792,"157 St., 155 St. bet. 108 Ave. and 109 Ave.",0,Adults not allowed in some locations
793,"Crotona Pk E, E 173 St",2,Adults Allowed
794,"5 Ave., W. 130 St. To .W 131 St.",2,Adults Allowed
795,B 82 St & Shore Front Pkwy (W/o B 82 St),2,Unknown
796,Mosholu Parkway South bet. Bainbridge Ave. and Briggs Ave.,0,Adults Allowed
797,25 Ave. bet. 76 St. and 77 St.,3,Adults Allowed
798,Chambers St. bet. Greenwich St. and West St.,4,Adults not allowed in some locations
799,Dahill Rd. bet. 37 St. and 38 St.,2,Adults Allowed
