place_id,propname,subpropname,primarysport,fieldnumber,netsremoved,surfacetype
4098,CPL. Thompson Park,N/A,Basketball,2,1,Asphalt
4099,Murray Playground,N/A,Soccer,1,0,Synthetic
4100,Manhattan Beach Park,Manhattan Beach Zone 3,Basketball,2,1,Asphalt
4101,Manhattan Beach Park,Manhattan Beach Zone 3,Basketball,1,1,Asphalt
4102,Golconda Playground,N/A,Basketball,2,1,Asphalt
4103,Golconda Playground,N/A,Basketball,1,1,Asphalt
4104,Powell Playground,N/A,Basketball,3,1,Asphalt
4105,Powell Playground,N/A,Basketball,4,1,Asphalt
4106,Powell Playground,N/A,Basketball,2,1,Asphalt
4107,Powell Playground,N/A,Basketball,1,1,Asphalt
4108,Heckscher Playground,N/A,Soccer,1,0,Synthetic
4109,Torsney Playground,N/A,Volleyball,2,1,Asphalt
4110,Torsney Playground,N/A,Volleyball,1,1,Asphalt
4111,Torsney Playground,N/A,Basketball,2,1,Asphalt
4112,Torsney Playground,N/A,Basketball,1,1,Asphalt
4113,Flushing Meadows Corona Park,South Of Fountain Of The Planets,Volleyball,4,1,Concrete
4114,Flushing Meadows Corona Park,South Of Fountain Of The Planets,Volleyball,5,1,Concrete
4115,Flushing Meadows Corona Park,South Of Fountain Of The Planets,Volleyball,3,1,Concrete
4116,Flushing Meadows Corona Park,South Of Fountain Of The Planets,Volleyball,2,1,Concrete
4117,Flushing Meadows Corona Park,South Of Fountain Of The Planets,Volleyball,1,1,Concrete
4118,Juniper Valley Park,Juniper North Playground Tennis,Tennis,2,1,Asphalt
4119,Ocean Breeze Park,N/A,Track,1,0,Rubber
4120,Juniper Valley Park,Juniper North Playground Tennis,Tennis,1,1,Asphalt
4121,James J Walker Park,N/A,Bocce,1,0,Sand
4122,St. James Park,N/A,Soccer,1,0,Synthetic
4123,Martinez Playground,N/A,Soccer,1,0,Asphalt
4124,Bush Terminal Park,N/A,Softball,3,0,Synthetic
4125,Bush Terminal Park,N/A,Softball,2,0,Synthetic
4126,Bush Terminal Park,N/A,Baseball,1,0,Synthetic
4127,Bush Terminal Park,N/A,Soccer,2,0,Synthetic
4128,Bush Terminal Park,N/A,Soccer,1,0,Synthetic
4129,Bush Terminal Park,N/A,Soccer,3,0,Synthetic
4130,Soundview Park,Soundview Park Zone 3,Soccer,1,0,Synthetic
4131,Riverside Park,96th St Tennis Courts And Landscape,Tennis,20,1,Clay
4132,Riverside Park,96th St Tennis Courts And Landscape,Tennis,19,1,Clay
4133,Riverside Park,96th St Tennis Courts And Landscape,Tennis,18,1,Clay
4134,Riverside Park,96th St Tennis Courts And Landscape,Tennis,17,1,Clay
4135,Riverside Park,96th St Tennis Courts And Landscape,Tennis,16,1,Clay
4136,Riverside Park,96th St Tennis Courts And Landscape,Tennis,13,1,Clay
4137,Riverside Park,96th St Tennis Courts And Landscape,Tennis,14,1,Clay
4138,Riverside Park,96th St Tennis Courts And Landscape,Tennis,15,1,Clay
4139,Riverside Park,96th St Tennis Courts And Landscape,Tennis,11,1,Clay
4140,Riverside Park,96th St Tennis Courts And Landscape,Tennis,12,1,Clay
4141,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,2,1,Asphalt
4142,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,1,1,Asphalt
4143,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,4,1,Asphalt
4144,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,3,1,Asphalt
4145,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,8,1,Asphalt
4146,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,7,1,Asphalt
4147,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,6,1,Asphalt
4148,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,10,1,Asphalt
4149,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,9,1,Asphalt
4150,Riverside Park,Wildlife Sanct. & 119 St Tennis Courts,Tennis,5,1,Asphalt
4151,Randall's Island Park,N/A,Tennis,15,1,Clay
4152,Randall's Island Park,N/A,Tennis,6,1,Rubber
4153,Randall's Island Park,N/A,Tennis,14,1,Clay
4154,Randall's Island Park,N/A,Tennis,7,1,Rubber
4155,Mill Pond Park,N/A,Tennis,16,0,Concrete
4156,Mill Pond Park,N/A,Tennis,15,0,Concrete
4157,Mill Pond Park,N/A,Tennis,14,0,Concrete
4158,McCarren Park,McCarren Park Zone 4,Tennis,2,0,Asphalt
4159,McCarren Park,McCarren Park Zone 4,Tennis,3,0,Asphalt
4160,McCarren Park,McCarren Park Zone 4,Tennis,4,0,Asphalt
4161,McCarren Park,McCarren Park Zone 4,Tennis,5,0,Asphalt
4162,McCarren Park,McCarren Park Zone 4,Tennis,6,0,Asphalt
4163,McCarren Park,McCarren Park Zone 4,Tennis,7,0,Asphalt
4164,Flushing Meadows Corona Park,Putt-putt Golf Course & Allied Bldg,Tennis,20,1,Asphalt
4165,Flushing Meadows Corona Park,Putt-putt Golf Course & Allied Bldg,Tennis,21,1,Asphalt
4166,John V. Lindsay East River Park,East River Park Zone 3,Tennis,2,1,Asphalt
4167,John V. Lindsay East River Park,East River Park Zone 3,Tennis,8,1,Asphalt
4168,John V. Lindsay East River Park,East River Park Zone 3,Tennis,3,1,Asphalt
4169,Cunningham Park,Cunningham Park Zone 2,Tennis,14,1,Asphalt
4170,Cunningham Park,Cunningham Park Zone 2,Tennis,13,1,Asphalt
4171,Cunningham Park,Cunningham Park Zone 2,Tennis,16,1,Asphalt
4172,Cunningham Park,Cunningham Park Zone 2,Tennis,17,1,Asphalt
4173,Cunningham Park,Cunningham Park Zone 2,Tennis,19,1,Asphalt
4174,Cunningham Park,Cunningham Park Zone 2,Tennis,20,1,Asphalt
4175,Cunningham Park,Cunningham Park Zone 2,Tennis,15,1,Asphalt
4176,Cunningham Park,Cunningham Park Zone 2,Tennis,11,1,Asphalt
4177,Cunningham Park,Cunningham Park Zone 2,Tennis,12,1,Asphalt
4178,Cunningham Park,Cunningham Park Zone 2,Tennis,10,1,Asphalt
4179,Cunningham Park,Cunningham Park Zone 2,Tennis,9,1,Asphalt
4180,Cunningham Park,Cunningham Park Zone 2,Tennis,8,1,Asphalt
4181,Cunningham Park,Cunningham Park Zone 2,Tennis,7,1,Asphalt
4182,Cunningham Park,Cunningham Park Zone 2,Tennis,1,1,Asphalt
4183,Cunningham Park,Cunningham Park Zone 2,Tennis,2,1,Asphalt
4184,Cunningham Park,Cunningham Park Zone 2,Tennis,4,1,Asphalt
4185,Cunningham Park,Cunningham Park Zone 2,Tennis,6,1,Asphalt
4186,Cunningham Park,Cunningham Park Zone 2,Tennis,3,1,Asphalt
4187,Cunningham Park,Cunningham Park Zone 2,Tennis,5,1,Asphalt
4188,Central Park,Reservoir (Northwest),Tennis,22,1,Clay
4189,Central Park,Reservoir (Northwest),Tennis,23,1,Clay
4190,Central Park,Reservoir (Northwest),Tennis,21,1,Clay
4191,Central Park,Reservoir (Northwest),Tennis,24,1,Clay
4192,Central Park,Reservoir (Northwest),Tennis,19,1,Clay
4193,Central Park,Reservoir (Northwest),Tennis,20,1,Clay
4194,Alley Athletic Playground,Alley Pond Park Zone 1,Tennis,3,1,Asphalt
4195,Alley Athletic Playground,Alley Pond Park Zone 1,Tennis,2,1,Asphalt
4196,Alley Athletic Playground,Alley Pond Park Zone 1,Tennis,4,1,Asphalt
4197,Alley Athletic Playground,Alley Pond Park Zone 1,Tennis,5,1,Asphalt
4198,Highland Park,Highland Park Zone 4,Soccer,1,1,Synthetic
4199,Highland Park,Highland Park Zone 4,Handball,10,0,Asphalt
4200,Highland Park,Highland Park Zone 4,Handball,9,0,Asphalt
4201,Highland Park,Highland Park Zone 4,Handball,8,0,Asphalt
4202,Highland Park,Highland Park Zone 4,Handball,7,0,Asphalt
4203,Highland Park,Highland Park Zone 4,Handball,6,0,Asphalt
4204,Highland Park,Highland Park Zone 4,Handball,5,0,Asphalt
4205,Highland Park,Highland Park Zone 4,Handball,4,0,Asphalt
4206,Highland Park,Highland Park Zone 4,Handball,3,0,Asphalt
4207,Highland Park,Highland Park Zone 4,Handball,2,0,Asphalt
4208,Highland Park,Highland Park Zone 1,Softball,6,0,Natural
4209,Highland Park,Highland Park Zone 1,Softball,5,0,Natural
4210,Highland Park,Highland Park Zone 2,Softball,4,0,Natural
4211,Highland Park,Highland Park Zone 2,Softball,3,0,Natural
4212,Highland Park,Highland Park Zone 4,Tennis,10,1,Asphalt
4213,Highland Park,Highland Park Zone 4,Tennis,9,1,Asphalt
4214,Highland Park,Highland Park Zone 4,Tennis,8,1,Asphalt
4215,Highland Park,Highland Park Zone 4,Tennis,7,1,Asphalt
4216,Highland Park,Highland Park Zone 4,Tennis,6,1,Asphalt
4217,Highland Park,Highland Park Zone 4,Tennis,5,1,Asphalt
4218,Highland Park,Highland Park Zone 4,Tennis,4,1,Asphalt
4219,Highland Park,Highland Park Zone 4,Tennis,3,1,Asphalt
4220,Highland Park,Highland Park Zone 4,Tennis,2,1,Asphalt
4221,Highland Park,Highland Park Zone 4,Tennis,1,1,Asphalt
4222,Highland Park,Highland Park Zone 1,Volleyball,4,1,Asphalt
4223,Highland Park,Highland Park Zone 1,Volleyball,1,1,Asphalt
4224,Highland Park,Highland Park Zone 1,Volleyball,2,1,Asphalt
4225,Highland Park,Highland Park Zone 1,Volleyball,3,1,Asphalt
4226,Governor Smith Playground,N/A,Football,1,0,Synthetic
4227,Seton Park,Seton Park Playground,Basketball,1,1,Asphalt
4228,Governor Smith Playground,N/A,Tennis,2,1,Asphalt
4229,Governor Smith Playground,N/A,Tennis,1,1,Asphalt
4230,Governor Smith Playground,N/A,Tennis,3,1,Asphalt
4231,Governor Smith Playground,N/A,Handball,1,0,Asphalt
4232,Governor Smith Playground,N/A,Handball,3,0,Asphalt
4233,Governor Smith Playground,N/A,Handball,6,0,Asphalt
4234,Governor Smith Playground,N/A,Handball,2,0,Asphalt
4235,Governor Smith Playground,N/A,Handball,5,0,Asphalt
4236,Governor Smith Playground,N/A,Handball,4,0,Asphalt
4237,Governor Smith Playground,N/A,Baseball,1,0,Synthetic
4238,City Line Park,N/A,Basketball,1,1,Asphalt
4239,City Line Park,N/A,Basketball,2,1,Asphalt
4240,City Line Park,N/A,Basketball,3,1,Asphalt
4241,City Line Park,N/A,Handball,2,0,Asphalt
4242,City Line Park,N/A,Handball,1,0,Asphalt
4243,City Line Park,N/A,Baseball,1,0,Natural
4244,Flushing Meadows Corona Park,Meadow Lake South,Softball,14,0,Natural
4245,Flushing Meadows Corona Park,Meadow Lake South,Softball,13,0,Natural
4246,Flushing Meadows Corona Park,Meadow Lake SW,Softball,16,0,Natural
4247,Flushing Meadows Corona Park,Ballfields,Softball,10,0,Natural
4248,Flushing Meadows Corona Park,Ballfields,Softball,11,0,Natural
4249,Flushing Meadows Corona Park,Ballfields,Softball,12,0,Natural
4250,Columbus Park,N/A,Basketball,4,1,Asphalt
4251,Columbus Park,N/A,Basketball,5,1,Asphalt
4252,John V. Lindsay East River Park,East River Park Zone 3,Tennis,6,1,Asphalt
4253,John V. Lindsay East River Park,East River Park Zone 3,Tennis,7,1,Asphalt
4254,John V. Lindsay East River Park,East River Park Zone 3,Tennis,12,1,Asphalt
4255,John V. Lindsay East River Park,East River Park Zone 3,Tennis,11,1,Asphalt
4256,John V. Lindsay East River Park,East River Park Zone 3,Tennis,10,1,Asphalt
4257,John V. Lindsay East River Park,East River Park Zone 3,Tennis,9,1,Asphalt
4258,John V. Lindsay East River Park,East River Park Zone 3,Tennis,5,1,Asphalt
4259,John V. Lindsay East River Park,East River Park Zone 3,Tennis,1,1,Asphalt
4260,John V. Lindsay East River Park,East River Park Zone 3,Tennis,4,1,Asphalt
4261,Hunter's Point South Park,Hunter's Point South Park Zone 1,Volleyball,2,1,Sand
4262,Hunter's Point South Park,Hunter's Point South Park Zone 1,Volleyball,1,1,Sand
4263,Hunter's Point South Park,Hunter's Point South Playground (North),Basketball,2,1,Asphalt
4264,Hunter's Point South Park,Hunter's Point South Playground (North),Basketball,1,1,Asphalt
4265,Century Playground,N/A,Track,1,0,Asphalt
4266,Prospect Park,Lower Long Meadow,Softball,1,0,Natural
4267,Century Playground,N/A,Volleyball,1,0,Asphalt
4268,Century Playground,N/A,Basketball,3,1,Asphalt
4269,Century Playground,N/A,Basketball,4,1,Asphalt
4270,London Planetree Playground,N/A,Basketball,2,1,Asphalt
4271,London Planetree Playground,N/A,Basketball,1,1,Asphalt
4272,East Elmhurst Playground,N/A,Tennis,1,1,Asphalt
4273,Marble Hill Playground,N/A,Multi Purpose Play Area,1,0,Synthetic
4274,Bayside Fields,N/A,Soccer,1,0,Natural
4275,William Sheridan Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4276,Big Bush Playground,N/A,Softball,1,0,Synthetic
4277,Leif Ericson Park,N/A,Softball,1,1,Synthetic
4278,Leif Ericson Park,N/A,Softball,2,1,Synthetic
4279,Tudor Park,N/A,Softball,1,0,Synthetic
4280,CPL. Thompson Park,N/A,Soccer,1,0,Synthetic
4281,Seton Park,N/A,Tennis,6,1,Asphalt
4282,Seton Park,N/A,Tennis,5,1,Asphalt
4283,Seton Park,N/A,Tennis,4,1,Asphalt
4284,Seton Park,N/A,Tennis,3,1,Asphalt
4285,Seton Park,N/A,Tennis,2,1,Asphalt
4286,Seton Park,N/A,Tennis,1,1,Asphalt
4287,P.S. 29 Ballfield,N/A,Softball,1,0,Synthetic
4288,Calvert Vaux Park,Calvert Vaux Park Zone 2,Softball,2,0,Natural
4289,Calvert Vaux Park,Calvert Vaux Park Zone 2,Softball,1,0,Natural
4290,Calvert Vaux Park,Calvert Vaux Park Zone 1,Baseball,3,0,Natural
4291,Midland Field,N/A,Baseball,1,0,Natural
4292,Midland Field,N/A,Softball,2,0,Natural
4293,Midland Playground,N/A,Softball,1,0,Asphalt
4294,Telephone Playground,N/A,Tennis,1,1,Asphalt
4295,Telephone Playground,N/A,Tennis,3,1,Asphalt
4296,Telephone Playground,N/A,Tennis,2,1,Asphalt
4297,McGuire Fields,N/A,Hockey,1,0,Asphalt
4298,McGuire Fields,N/A,Tennis,1,1,Asphalt
4299,McGuire Fields,N/A,Tennis,2,1,Asphalt
4300,McGuire Fields,N/A,Tennis,3,1,Asphalt
4301,Rochdale Park,N/A,Softball,2,0,Natural
4302,Rochdale Park,N/A,Tennis,4,1,Asphalt
4303,Rochdale Park,N/A,Tennis,1,1,Asphalt
4304,Rochdale Park,N/A,Tennis,2,1,Asphalt
4305,Rochdale Park,N/A,Tennis,5,1,Asphalt
4306,Rochdale Park,N/A,Tennis,6,1,Asphalt
4307,Rochdale Park,N/A,Tennis,3,1,Asphalt
4308,Montbellier Park,N/A,Basketball,2,1,Asphalt
4309,Montbellier Park,N/A,Basketball,1,1,Asphalt
4310,Jackie Robinson Park Playground,N/A,Tennis,2,1,Asphalt
4311,Jackie Robinson Park Playground,N/A,Tennis,3,1,Asphalt
4312,Jackie Robinson Park Playground,N/A,Tennis,4,1,Asphalt
4313,Jackie Robinson Park Playground,N/A,Tennis,1,1,Asphalt
4314,Van Voorhees Playground,N/A,Softball,1,0,Synthetic
4315,Brownsville Playground,N/A,Softball,1,0,Synthetic
4316,P.O. Reinaldo Salgado Playground,N/A,Football,1,0,Synthetic
4317,Corporal John A. Seravalli Playground,N/A,Basketball,4,1,Asphalt
4318,Corporal John A. Seravalli Playground,N/A,Basketball,5,1,Asphalt
4319,Corporal John A. Seravalli Playground,N/A,Basketball,2,1,Asphalt
4320,Corporal John A. Seravalli Playground,N/A,Basketball,3,1,Asphalt
4321,Corporal John A. Seravalli Playground,N/A,Basketball,1,1,Asphalt
4322,Colucci Playground,N/A,Bocce,2,0,Sand
4323,Colucci Playground,N/A,Bocce,1,0,Sand
4324,Bowne Park,N/A,Bocce,1,0,Sand
4325,Bayswater Park,N/A,Tennis,3,1,Asphalt
4326,Bayswater Park,N/A,Tennis,2,1,Asphalt
4327,Bayswater Park,N/A,Tennis,1,1,Asphalt
4328,Bayswater Park,N/A,Tennis,4,1,Asphalt
4329,Bayswater Park,N/A,Tennis,5,1,Asphalt
4330,Bayswater Park,N/A,Tennis,6,1,Asphalt
4331,Betsy Head Park,N/A,Baseball,1,0,Natural
4332,Betsy Head Park,N/A,Softball,2,0,Natural
4333,McGuire Fields,N/A,Softball,2,0,Natural
4334,McGuire Fields,N/A,Baseball,5,0,Natural
4335,McGuire Fields,N/A,Baseball,3,0,Natural
4336,McGuire Fields,N/A,Baseball,2,0,Natural
4337,McGuire Fields,N/A,Football,2,0,Synthetic
4338,Newport Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4339,Grady Playground,N/A,Basketball,2,1,Asphalt
4340,Grady Playground,N/A,Basketball,3,1,Asphalt
4341,Grady Playground,N/A,Basketball,1,1,Asphalt
4342,Bath Beach Park,N/A,Bocce,1,0,Asphalt
4343,Bath Beach Park,N/A,Bocce,2,0,Asphalt
4344,Patrick O'Rourke Playground,N/A,Multi Purpose Play Area,1,1,Asphalt
4345,Patrick O'Rourke Playground,N/A,Basketball,2,1,Asphalt
4346,P.O. Reinaldo Salgado Playground,N/A,Softball,1,0,Synthetic
4347,Hope Ballfield,N/A,Softball,1,0,Natural
4348,Rockaway Beach Boardwalk,N/A,Football,1,0,Synthetic
4349,Beach 17 Playground,N/A,Basketball,5,1,Asphalt
4350,Beach 17 Playground,N/A,Basketball,4,1,Asphalt
4351,Beach 17 Playground,N/A,Basketball,3,1,Asphalt
4352,Beach 17 Playground,N/A,Handball,7,0,Asphalt
4353,Beach 17 Playground,N/A,Handball,6,0,Asphalt
4354,Beach 17 Playground,N/A,Handball,9,0,Asphalt
4355,Beach 17 Playground,N/A,Handball,8,0,Asphalt
4356,Bayswater Park,N/A,Baseball,2,0,Natural
4357,Bayswater Park,N/A,Softball,1,0,Natural
4358,John Golden Park,N/A,Softball,4,0,Natural
4359,John Golden Park,N/A,Softball,5,0,Natural
4360,Southern Fields,N/A,Softball,1,0,Natural
4361,Southern Fields,N/A,Cricket,1,0,Natural
4362,McKinley Park,N/A,Tennis,7,1,Asphalt
4363,McKinley Park,N/A,Tennis,8,1,Asphalt
4364,McKinley Park,N/A,Tennis,2,1,Asphalt
4365,McKinley Park,N/A,Tennis,4,1,Asphalt
4366,McKinley Park,N/A,Tennis,3,1,Asphalt
4367,Jackie Robinson Park,N/A,Softball,1,0,Natural
4368,Van Alst Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4369,Frank Golden Park,N/A,Football,1,0,Natural
4370,Reiff Playground,N/A,Baseball,1,0,Synthetic
4371,Torsney Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4372,L/CPL Thomas P. Noonan Jr. Playground,N/A,Softball,1,0,Asphalt
4373,Van Alst Playground,N/A,Basketball,1,1,Asphalt
4374,Queensbridge Park,N/A,Multi Purpose Play Area,1,0,Synthetic
4375,Paul Raimonda Playground,N/A,Bocce,1,0,Sand
4376,Paul Raimonda Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4377,Frank Principe Park,N/A,Bocce,1,0,Sand
4378,Frank Principe Park,N/A,Bocce,2,0,Sand
4379,Colden Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4380,Riverbend Playground,N/A,Track,1,0,Asphalt
4381,McKinley Park,N/A,Tennis,1,1,Asphalt
4382,McKinley Park,N/A,Tennis,5,1,Asphalt
4383,Rainey Park,N/A,Softball,1,0,Natural
4384,Julio Carballo Fields,N/A,Softball,2,0,Natural
4385,Julio Carballo Fields,N/A,Softball,1,0,Natural
4386,Castle Hill Little League Field,N/A,Softball,2,0,Natural
4387,Castle Hill Little League Field,N/A,Baseball,3,0,Natural
4388,Castle Hill Little League Field,N/A,Softball,1,0,Natural
4389,Mapes Ballfield,N/A,Baseball,1,0,Natural
4390,Queensbridge Park,N/A,Baseball,4,0,Natural
4391,Queensbridge Park,N/A,Softball,3,0,Natural
4392,Queensbridge Park,N/A,Softball,2,0,Natural
4393,Harvey Park,N/A,Softball,19,0,Natural
4394,Harvey Park,N/A,Softball,20,0,Natural
4395,Flushing Fields,N/A,Softball,17,0,Natural
4396,McKinley Park,N/A,Tennis,6,1,Asphalt
4397,Flushing Fields,N/A,Softball,18,0,Natural
4398,Baruch Playground,N/A,Softball,1,0,Synthetic
4399,Judge Moses Weinstein Playground,N/A,Softball,1,0,Natural
4400,Judge Moses Weinstein Playground,N/A,Softball,2,0,Natural
4401,Prall Playground,N/A,Football,1,0,Synthetic
4402,Markham Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4403,Markham Playground,N/A,Bocce,1,0,Sand
4404,Markham Playground,N/A,Bocce,2,0,Sand
4405,Markham Playground,N/A,Basketball,4,1,Asphalt
4406,Mahoney Playground,N/A,Basketball,2,1,Asphalt
4407,Mahoney Playground,N/A,Football,1,0,Synthetic
4408,Mahoney Playground,N/A,Basketball,1,1,Asphalt
4409,Father Macris Park,N/A,Baseball,1,0,Natural
4410,Davis Playground,N/A,Basketball,1,1,Asphalt
4411,Davis Playground,N/A,Basketball,2,1,Asphalt
4412,Carlton Park,N/A,Soccer,1,0,Natural
4413,Century Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4414,Wilson Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4415,Remsen Playground,N/A,Softball,1,0,Asphalt
4416,Power Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4417,McGuire Fields,N/A,Softball,4,0,Natural
4418,McGuire Fields,N/A,Softball,1,0,Synthetic
4419,Hickman Playground,N/A,Softball,1,0,Asphalt
4420,Bildersee Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4421,Railroad Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4422,Osborn Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4423,Dr. Green Playground,N/A,Softball,1,0,Asphalt
4424,Chester Playground,N/A,Softball,1,0,Asphalt
4425,Callahan-Kelly Playground,N/A,Soccer,1,0,Synthetic
4426,Callahan-Kelly Playground,N/A,Softball,1,0,Synthetic
4427,Playground 286,N/A,Multi Purpose Play Area,1,0,Asphalt
4428,West Playground,N/A,Soccer,1,0,Synthetic
4429,Surf Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4430,Neptune Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4431,Bensonhurst Park,N/A,Football,1,0,Natural
4432,Bath Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4433,Bath Beach Park,N/A,Football,1,0,Natural
4434,Captain Rivera Playground,N/A,Basketball,1,1,Asphalt
4435,Captain Rivera Playground,N/A,Basketball,2,1,Asphalt
4436,Loreto Playground,N/A,Basketball,3,1,Asphalt
4437,Calvert Vaux Park,Calvert Vaux Park Zone 2,Soccer,2,0,Synthetic
4438,Calvert Vaux Park,Calvert Vaux Park Zone 2,Soccer,1,0,Synthetic
4439,Jaime Campiz Playground,N/A,Basketball,3,1,Asphalt
4440,Gen. Douglas MacArthur Park,N/A,Basketball,3,0,Asphalt
4441,Jaime Campiz Playground,N/A,Basketball,2,1,Asphalt
4442,Stanley Isaacs Playground,N/A,Basketball,1,1,Asphalt
4443,Fox Playground,N/A,Basketball,1,1,Asphalt
4444,Melrose Playground,N/A,Basketball,1,1,Asphalt
4445,Space Time Playground,N/A,Basketball,2,1,Asphalt
4446,Playground 52 LII,N/A,Basketball,3,1,Asphalt
4447,Edenwald Playground,N/A,Basketball,2,1,Asphalt
4448,Edenwald Playground,N/A,Basketball,1,1,Asphalt
4449,St. John's Park,N/A,Soccer,1,0,Synthetic
4450,Lincoln Terrace / Arthur S. Somers Park,Lincoln Terr Pk/Arthur S Somers Zone 1,Softball,1,0,Asphalt
4451,Rainbow Playground,N/A,Basketball,4,1,Asphalt
4452,Rainbow Playground,N/A,Basketball,3,1,Asphalt
4453,Rainbow Playground,N/A,Basketball,2,1,Asphalt
4454,Rainbow Playground,N/A,Basketball,5,1,Asphalt
4455,Van Voorhees Playground,N/A,Basketball,2,1,Asphalt
4456,Van Voorhees Playground,N/A,Tennis,2,1,Asphalt
4457,Van Voorhees Playground,N/A,Tennis,1,1,Asphalt
4458,Harold Ickes Playground,N/A,Softball,1,0,Asphalt
4459,Carroll Park,N/A,Softball,1,1,Asphalt
4460,Pink Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4461,Evergreen Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4462,Hattie Carthan Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4463,Willoughby Playground,N/A,Basketball,2,1,Asphalt
4464,Willoughby Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4465,Sumner Playground,N/A,Softball,1,0,Natural
4466,Stockton Playground,N/A,Multi Purpose Play Area,1,0,Synthetic
4467,Star Spangled Playground,N/A,Football,1,0,Synthetic
4468,Pulaski Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4469,Pulaski Playground,N/A,Basketball,5,1,Asphalt
4470,Pulaski Playground,N/A,Basketball,4,1,Asphalt
4471,Pulaski Playground,N/A,Basketball,3,1,Asphalt
4472,Raymond Bush Playground,N/A,Basketball,3,1,Asphalt
4473,Raymond Bush Playground,N/A,Basketball,2,1,Asphalt
4474,Raymond Bush Playground,N/A,Basketball,4,1,Asphalt
4475,Raymond Bush Playground,N/A,Basketball,5,1,Asphalt
4476,Raymond Bush Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4477,Marcy Playground,N/A,Soccer,1,0,Asphalt
4478,Herbert Von King Park,N/A,Baseball,1,0,Natural
4479,Eleanor Roosevelt Playground,N/A,Basketball,1,1,Asphalt
4480,Eleanor Roosevelt Playground,N/A,Basketball,2,1,Asphalt
4481,Charlie's Place,N/A,Multi Purpose Play Area,1,0,Asphalt
4482,Carver Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4483,Banneker Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4484,Van Voorhees Playground,N/A,Football,1,0,Synthetic
4485,Albert J. Parham Playground,N/A,Basketball,3,1,Asphalt
4486,Albert J. Parham Playground,N/A,Basketball,5,1,Asphalt
4487,Albert J. Parham Playground,N/A,Basketball,4,1,Asphalt
4488,Albert J. Parham Playground,N/A,Basketball,2,1,Asphalt
4489,Oracle Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4490,Greene Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4491,Greene Playground,N/A,Basketball,1,1,Asphalt
4492,Greene Playground,N/A,Basketball,2,1,Asphalt
4493,Commodore Barry Park,N/A,Multi Purpose Play Area,1,0,Asphalt
4494,Commodore Barry Park,N/A,Softball,2,0,Natural
4495,Commodore Barry Park,N/A,Baseball,1,0,Natural
4496,Commodore Barry Park,N/A,Football,1,0,Natural
4497,Commodore Barry Park,N/A,Soccer,1,0,Natural
4498,Roebling Playground,N/A,Multi Purpose Play Area,1,0,Asphalt
4499,Scarangella Park,N/A,Softball,2,0,Synthetic
4500,Kelly Park Playground,N/A,Softball,2,0,Asphalt
4501,Scarangella Park,N/A,Baseball,1,0,Synthetic
4502,Friends Field,N/A,Softball,2,0,Natural
4503,Friends Field,N/A,Softball,1,0,Natural
4504,Roy Wilkins Recreation Center,Nautilus Playground,Baseball,1,0,Natural
4505,Roy Wilkins Recreation Center,Nautilus Playground,Baseball,2,0,Natural
4506,"Phil ""Scooter"" Rizzuto Park",N/A,Baseball,1,0,Natural
4507,"Phil ""Scooter"" Rizzuto Park",N/A,Baseball,2,0,Natural
4508,Hinton Park,N/A,Softball,2,0,Synthetic
4509,Hinton Park,N/A,Baseball,1,0,Synthetic
4510,Fort Hamilton Athletic Field,N/A,Softball,2,0,Synthetic
