place_id,propname,subpropname,primarysport,fieldnumber,netsremoved,surfacetype
2209,Willoughby Playground,N/A,Handball,2,0,Asphalt
2210,St. Andrew's Playground,N/A,Handball,2,0,Asphalt
2211,Hattie Carthan Playground,N/A,Handball,1,0,Asphalt
2212,Carver Playground,N/A,Handball,1,0,Asphalt
2213,Brevoort Playground,N/A,Handball,5,0,Asphalt
2214,Potomac Playground,N/A,Handball,3,0,Asphalt
2215,Brevoort Playground,N/A,Handball,1,0,Asphalt
2216,Banneker Playground,N/A,Handball,3,0,Asphalt
2217,Banneker Playground,N/A,Handball,2,0,Asphalt
2218,West Playground,N/A,Handball,4,0,Concrete
2219,Homecrest Playground,N/A,Handball,3,0,Asphalt
2220,Sheepshead Playground,N/A,Handball,2,0,Asphalt
2221,Homecrest Playground,N/A,Handball,6,0,Asphalt
2222,Bill Brown Playground,N/A,Handball,2,0,Asphalt
2223,Bill Brown Playground,N/A,Handball,1,0,Asphalt
2224,Homecrest Playground,N/A,Handball,5,0,Asphalt
2225,Playground 286,N/A,Handball,1,0,Concrete
2226,Homecrest Playground,N/A,Handball,7,0,Asphalt
2227,Herman Dolgon Playground,N/A,Handball,3,0,Asphalt
2228,Herman Dolgon Playground,N/A,Handball,2,0,Asphalt
2229,Kelly Park Playground,N/A,Handball,1,0,Asphalt
2230,Kelly Park Playground,N/A,Handball,3,0,Asphalt
2231,Kelly Park Playground,N/A,Handball,3,0,Asphalt
2232,Kelly Park Playground,N/A,Handball,2,0,Asphalt
2233,Brownsville Playground,N/A,Handball,2,0,Asphalt
2234,Fish Playground,N/A,Handball,1,0,Asphalt
2235,Yak Playground,N/A,Handball,5,0,Concrete
2236,Yak Playground,N/A,Handball,3,0,Concrete
2237,Yak Playground,N/A,Handball,4,0,Concrete
2238,Pfc Norton Playground,N/A,Handball,1,0,Concrete
2239,Ocean Hill Playground,N/A,Handball,3,0,Asphalt
2240,Brownsville Playground,N/A,Handball,3,0,Asphalt
2241,Van Dyke Playground,N/A,Handball,7,0,Asphalt
2242,Van Dyke Playground,N/A,Handball,2,0,Asphalt
2243,Van Dyke Playground,N/A,Handball,3,0,Asphalt
2244,Van Dyke Playground,N/A,Handball,5,0,Asphalt
2245,Brownsville Playground,N/A,Handball,6,0,Asphalt
2246,Brownsville Playground,N/A,Handball,5,0,Asphalt
2247,Osborn Playground,N/A,Handball,1,0,Asphalt
2248,Powell Playground,N/A,Handball,4,0,Asphalt
2249,Powell Playground,N/A,Handball,3,0,Concrete
2250,South Pacific Playground,N/A,Handball,1,0,Asphalt
2251,Nehemiah Park,N/A,Handball,5,0,Asphalt
2252,Chester Playground,N/A,Handball,2,0,Asphalt
2253,Nehemiah Park,N/A,Handball,4,0,Asphalt
2254,Dr. Green Playground,N/A,Handball,1,0,Asphalt
2255,Power Playground,N/A,Handball,3,0,Asphalt
2256,Power Playground,N/A,Handball,1,0,Asphalt
2257,Kennedy King Playground,N/A,Handball,2,0,Asphalt
2258,Bildersee Playground,N/A,Handball,1,0,Asphalt
2259,Bildersee Playground,N/A,Handball,4,0,Asphalt
2260,Bildersee Playground,N/A,Handball,2,0,Concrete
2261,Hickman Playground,N/A,Handball,2,0,Asphalt
2262,Fox Playground,N/A,Handball,3,0,Asphalt
2263,Astoria Heights Playground,N/A,Handball,2,0,Asphalt
2264,Astoria Heights Playground,N/A,Handball,3,0,Asphalt
2265,Van Alst Playground,N/A,Handball,2,0,Asphalt
2266,Hoyt Playground,N/A,Handball,3,0,Asphalt
2267,Hoyt Playground,N/A,Handball,2,0,Asphalt
2268,Steinway Playground,N/A,Handball,1,0,Asphalt
2269,Ravenswood Playground,N/A,Handball,3,0,Asphalt
2270,Ravenswood Playground,N/A,Handball,1,0,Asphalt
2271,Woodtree Playground,N/A,Handball,3,0,Asphalt
2272,Dutch Kills Playground,N/A,Handball,2,0,Asphalt
2273,Paul Raimonda Playground,N/A,Handball,3,0,Asphalt
2274,Paul Raimonda Playground,N/A,Handball,4,0,Asphalt
2275,Ditmars Playground,N/A,Handball,2,0,Asphalt
2276,St. Michael's Playground,N/A,Handball,1,0,Asphalt
2277,St. Michael's Playground,N/A,Handball,4,0,Asphalt
2278,Spirit Playground,N/A,Handball,2,0,Asphalt
2279,Murray Playground,N/A,Handball,2,0,Asphalt
2280,Lawrence Virgilio Playground,N/A,Handball,2,0,Asphalt
2281,Northern Playground,N/A,Handball,2,0,Asphalt
2282,Northern Playground,N/A,Handball,1,0,Asphalt
2283,East Elmhurst Playground,N/A,Handball,1,0,Asphalt
2284,Playground Ninety,N/A,Handball,3,0,Asphalt
2285,Bridge and Tunnel Park,N/A,Handball,2,0,Asphalt
2286,Bridge and Tunnel Park,N/A,Handball,1,0,Asphalt
2287,Reiff Playground,N/A,Handball,2,0,Asphalt
2288,Frank D. O'Connor Playground,N/A,Handball,4,0,Asphalt
2289,Moore Homestead Playground,N/A,Handball,5,0,Asphalt
2290,Moore Homestead Playground,N/A,Handball,3,0,Asphalt
2291,Bowne Playground,N/A,Handball,1,1,Asphalt
2292,Bland Playground,N/A,Handball,1,1,Asphalt
2293,Barrier Playground,N/A,Handball,2,0,Asphalt
2294,The Painter's Playground,N/A,Handball,2,0,Asphalt
2295,Frontera Park,N/A,Handball,2,0,Asphalt
2296,Starr Playground,N/A,Handball,1,0,Asphalt
2297,Clintonville Playground,N/A,Handball,2,1,Asphalt
2298,Bay Terrace Playground,N/A,Handball,2,0,Asphalt
2299,Murray Hill Playground,N/A,Handball,2,0,Asphalt
2300,West 4th Street Courts,N/A,Handball,1,0,Asphalt
2301,Fresh Meadows Playground,N/A,Handball,3,0,Asphalt
2302,Fresh Meadows Playground,N/A,Handball,2,0,Asphalt
2303,Utopia Playground,N/A,Handball,1,0,Asphalt
2304,Morgan Playground,N/A,Handball,1,0,Asphalt
2305,Tiffany Playground,N/A,Handball,3,0,Asphalt
2306,Fountain Of Youth Playground,N/A,Handball,4,0,Asphalt
2307,Col. Young Playground,N/A,Handball,2,0,Asphalt
2308,Col. Young Playground,N/A,Handball,5,0,Asphalt
2309,West 4th Street Courts,N/A,Handball,3,0,Asphalt
2310,Arcilla Playground,N/A,Handball,1,0,Asphalt
2311,Morgan Playground,N/A,Handball,2,0,Asphalt
2312,Burns Playground,N/A,Handball,3,0,Concrete
2313,Bufano Park,N/A,Handball,4,0,Asphalt
2314,Bufano Park,N/A,Handball,1,0,Asphalt
2315,Belmont Playground,N/A,Handball,4,0,Concrete
2316,Marble Hill Playground,N/A,Handball,2,0,Asphalt
2317,Bushwick Playground,N/A,Handball,1,0,Asphalt
2318,Bushwick Playground,N/A,Handball,2,0,Asphalt
2319,American Playground,N/A,Handball,2,0,Asphalt
2320,Marcy Park South,N/A,Handball,2,0,Asphalt
2321,Marcy Park South,N/A,Handball,1,0,Asphalt
2322,Cooper Park,N/A,Handball,3,0,Asphalt
2323,Bedford Playground,N/A,Handball,1,0,Asphalt
2324,Zimmerman Playground,N/A,Handball,2,0,Asphalt
2325,Crispus Attucks Playground,N/A,Handball,1,0,Asphalt
2326,McLaughlin Park,N/A,Handball,1,0,Asphalt
2327,De Hostos Playground,N/A,Handball,1,0,Asphalt
2328,Bushwick Playground,N/A,Handball,4,0,Asphalt
2329,Star Spangled Playground,N/A,Handball,1,0,Asphalt
2330,Eleanor Roosevelt Playground,N/A,Handball,4,0,Asphalt
2331,Marcy Playground,N/A,Handball,7,0,Asphalt
2332,Marcy Playground,N/A,Handball,2,0,Asphalt
2333,Marcy Playground,N/A,Handball,3,0,Asphalt
2334,Marcy Playground,N/A,Handball,10,0,Asphalt
2335,Marcy Playground,N/A,Handball,8,0,Asphalt
2336,Marcy Playground,N/A,Handball,1,0,Asphalt
2337,Greenwood Playground,N/A,Handball,2,0,Asphalt
2338,Greenwood Playground,N/A,Handball,4,0,Asphalt
2339,Pulaski Playground,N/A,Handball,2,0,Asphalt
2340,P.O. Reinaldo Salgado Playground,N/A,Handball,2,0,Asphalt
2341,P.O. Reinaldo Salgado Playground,N/A,Handball,1,0,Asphalt
2342,Railroad Playground,N/A,Handball,2,0,Asphalt
2343,Railroad Playground,N/A,Handball,3,0,Asphalt
2344,Railroad Playground,N/A,Handball,1,0,Asphalt
2345,Nostrand Playground,N/A,Handball,5,1,Asphalt
2346,Nostrand Playground,N/A,Handball,1,1,Asphalt
2347,Nostrand Playground,N/A,Handball,3,1,Asphalt
2348,Wilson Playground,N/A,Handball,3,0,Asphalt
2349,Wilson Playground,N/A,Handball,4,0,Asphalt
2350,Jacob Joffe Fields,N/A,Handball,1,0,Asphalt
2351,Paerdegat Park,N/A,Handball,1,0,Asphalt
2352,Paerdegat Park,N/A,Handball,2,0,Asphalt
2353,Harry Maze Playground,N/A,Handball,1,0,Asphalt
2354,Harry Maze Playground,N/A,Handball,4,0,Asphalt
2355,Harry Maze Playground,N/A,Handball,3,0,Asphalt
2356,Gorman Playground,N/A,Handball,1,0,Asphalt
2357,College Point Park,N/A,Handball,2,0,Asphalt
2358,College Point Park,N/A,Handball,1,0,Asphalt
2359,London Planetree Playground,N/A,Handball,2,0,Asphalt
2360,London Planetree Playground,N/A,Handball,5,0,Asphalt
2361,Vleigh Playground,N/A,Handball,1,0,Asphalt
2362,Playground Seventy Five,N/A,Handball,2,0,Asphalt
2363,Joseph Austin Playground,N/A,Handball,2,0,Asphalt
2364,Hoover - Manton Playgrounds,N/A,Handball,1,0,Asphalt
2365,Hoover - Manton Playgrounds,N/A,Handball,4,0,Asphalt
2366,Al Stabile Playground,N/A,Handball,2,0,Asphalt
2367,Police Officer Edward Byrne Park,N/A,Handball,1,0,Asphalt
2368,Police Officer Edward Byrne Park,N/A,Handball,4,0,Asphalt
2369,Maurice A Fitzgerald Playground,N/A,Handball,3,0,Asphalt
2370,"Phil ""Scooter"" Rizzuto Park",N/A,Handball,2,0,Asphalt
2371,"Phil ""Scooter"" Rizzuto Park",N/A,Handball,3,0,Asphalt
2372,"Phil ""Scooter"" Rizzuto Park",N/A,Handball,7,0,Asphalt
2373,"Phil ""Scooter"" Rizzuto Park",N/A,Handball,6,0,Asphalt
2374,Lefferts Playground,N/A,Handball,2,0,Asphalt
2375,Walter Ward Playground,N/A,Handball,1,0,Asphalt
2376,Walter Ward Playground,N/A,Handball,2,0,Asphalt
2377,Rocket Playground,N/A,Handball,1,0,Asphalt
2378,Frederick B. Judge Playground,N/A,Handball,2,0,Asphalt
2379,Frederick B. Judge Playground,N/A,Handball,3,0,Asphalt
2380,Centreville Playground,N/A,Handball,1,0,Asphalt
2381,Harold Schneiderman Playground,N/A,Handball,2,1,Asphalt
2382,Saul Weprin Playground,N/A,Handball,1,0,Asphalt
2383,Saul Weprin Playground,N/A,Handball,2,0,Asphalt
2384,Alley Park,N/A,Handball,3,0,Asphalt
2385,Alley Park,N/A,Handball,4,0,Asphalt
2386,Francis Lewis Playground,N/A,Handball,2,0,Asphalt
2387,Telephone Playground,N/A,Handball,2,0,Asphalt
2388,Challenge Playground,N/A,Handball,3,0,Asphalt
2389,Challenge Playground,N/A,Handball,1,0,Asphalt
2390,Challenge Playground,N/A,Handball,2,0,Asphalt
2391,Tall Oak Playground,N/A,Handball,2,0,Asphalt
2392,Tall Oak Playground,N/A,Handball,1,0,Asphalt
2393,Oakland Gardens,N/A,Handball,2,0,Asphalt
2394,Admiral Playground,N/A,Handball,2,0,Asphalt
2395,Seven Gables Playground,N/A,Handball,2,0,Asphalt
2396,Locust Manor Playground,N/A,Handball,1,0,Asphalt
2397,Peters Field,N/A,Handball,2,0,Asphalt
2398,Roy Wilkins Recreation Center,Nautilus Playground,Handball,1,0,Asphalt
2399,Haggerty Park,N/A,Handball,3,0,Asphalt
2400,Hollis Playground,N/A,Handball,2,0,Asphalt
2401,Howard Von Dohlen Playground,N/A,Handball,3,0,Asphalt
2402,Howard Von Dohlen Playground,N/A,Handball,2,0,Asphalt
2403,Howard Von Dohlen Playground,N/A,Handball,1,0,Asphalt
2404,North Rochdale Playground,N/A,Handball,2,0,Asphalt
2405,Cambria Playground,N/A,Handball,3,0,Concrete
2406,Castlewood Playground,N/A,Handball,2,0,Asphalt
2407,Jamaica Playground,N/A,Handball,3,0,Asphalt
2408,Montbellier Park,N/A,Handball,2,0,Asphalt
2409,Jamaica Playground,N/A,Handball,5,0,Asphalt
2410,St. Albans Park,N/A,Handball,4,0,Asphalt
2411,St. Albans Park,N/A,Handball,3,0,Asphalt
2412,Springfield Park North,N/A,Handball,1,0,Asphalt
2413,Wayanda Park,N/A,Handball,3,0,Asphalt
2414,Wayanda Park,N/A,Handball,4,0,Asphalt
2415,Delphin H. Greene Playground,N/A,Handball,4,0,Asphalt
2416,Delphin H. Greene Playground,N/A,Handball,2,0,Asphalt
2417,Delphin H. Greene Playground,N/A,Handball,1,0,Asphalt
2418,Cambria Playground,N/A,Handball,4,0,Asphalt
2419,Detective William T. Gunn Playground,N/A,Handball,1,0,Asphalt
2420,Breininger Park,N/A,Handball,5,0,Asphalt
2421,Laurelton Playground,N/A,Handball,4,0,Asphalt
2422,Breininger Park,N/A,Handball,3,0,Asphalt
2423,Laurelton Playground,N/A,Handball,2,0,Asphalt
2424,Mentone Playground,N/A,Handball,1,0,Asphalt
2425,Springfield Park North,N/A,Handball,3,0,Asphalt
2426,Springfield Park North,N/A,Handball,4,0,Asphalt
2427,Hillside Playground,N/A,Handball,2,0,Asphalt
2428,Playground Eighty LXXX,N/A,Handball,1,0,Asphalt
2429,Detective William T. Gunn Playground,N/A,Handball,2,0,Asphalt
2430,Sunrise Playground,N/A,Handball,1,0,Asphalt
2431,Laurelton Playground,N/A,Handball,3,0,Asphalt
2432,Bellaire Playground,N/A,Handball,4,0,Asphalt
2433,Wright Brothers Playground,N/A,Handball,1,0,Asphalt
2434,Booker T. Washington Playground,N/A,Handball,2,0,Asphalt
2435,Matthew P. Sapolin Playground,N/A,Handball,1,0,Asphalt
2436,Matthew P. Sapolin Playground,N/A,Handball,2,0,Asphalt
2437,Sheltering Arms Playground,N/A,Handball,1,0,Asphalt
2438,St. Andrew's Playground,N/A,Handball,6,0,Asphalt
2439,Brevoort Playground,N/A,Handball,4,0,Asphalt
2440,Elton Playground,N/A,Handball,1,0,Asphalt
2441,Maria Hernandez Park,N/A,Handball,2,0,Asphalt
2442,Thomas Boyland Park,N/A,Handball,2,0,Asphalt
2443,Bushwick Playground,N/A,Handball,3,0,Asphalt
2444,Bushwick Playground,N/A,Handball,1,0,Asphalt
2445,Bushwick Playground,N/A,Handball,4,0,Asphalt
2446,Tiger Playground,N/A,Handball,2,0,Asphalt
2447,Junction Playground,N/A,Handball,2,0,Asphalt
2448,Crowley Playground,N/A,Handball,1,0,Asphalt
2449,L/CPL Thomas P. Noonan Jr. Playground,N/A,Handball,2,0,Asphalt
2450,Torsney Playground,N/A,Handball,3,0,Asphalt
2451,Wilson Playground,N/A,Handball,1,0,Asphalt
2452,Annadale Playground,N/A,Handball,2,0,Asphalt
2453,Mafera Park,N/A,Handball,1,0,Asphalt
2454,Mafera Park,N/A,Handball,4,0,Asphalt
2455,Hoffman Park,N/A,Handball,1,0,Asphalt
2456,Frank D. O'Connor Playground,N/A,Handball,2,0,Asphalt
2457,Gorman Playground,N/A,Handball,3,0,Asphalt
2458,Gorman Playground,N/A,Handball,2,0,Asphalt
2459,Joseph Austin Playground,N/A,Handball,4,0,Asphalt
2460,Holy Cow Playground,N/A,Handball,3,0,Asphalt
2461,Holy Cow Playground,N/A,Handball,4,0,Asphalt
2462,Holy Cow Playground,N/A,Handball,1,0,Asphalt
2463,Farm Playground,N/A,Handball,4,0,Asphalt
2464,Farm Playground,N/A,Handball,5,0,Asphalt
2465,Sheltering Arms Playground,N/A,Handball,4,0,Asphalt
2466,J. Hood Wright Park,N/A,Handball,2,0,Asphalt
2467,First Park,N/A,Handball,2,0,Asphalt
2468,Nathan Straus Playground,N/A,Handball,1,0,Asphalt
2469,Henry M. Jackson Playground,N/A,Handball,1,0,Asphalt
2470,Henry M. Jackson Playground,N/A,Handball,3,0,Asphalt
2471,Henry M. Jackson Playground,N/A,Handball,2,0,Asphalt
2472,Sol Bloom Playground,N/A,Handball,1,0,Asphalt
2473,Luther Gulick Park,N/A,Handball,2,0,Asphalt
2474,Hammel Playground,N/A,Handball,3,0,Asphalt
2475,Broad Channel Park,N/A,Handball,2,0,Asphalt
2476,Broad Channel Park,N/A,Handball,6,0,Asphalt
2477,Westbourne Playground,N/A,Handball,1,0,Asphalt
2478,Westbourne Playground,N/A,Handball,2,0,Asphalt
2479,Hammel Playground,N/A,Handball,4,0,Asphalt
2480,Hammel Playground,N/A,Handball,2,0,Asphalt
2481,Seaside Playground,N/A,Handball,1,0,Asphalt
2482,Redfern Playground,N/A,Handball,1,0,Asphalt
2483,Beach Channel Playground,N/A,Handball,2,0,Asphalt
2484,Redfern Playground,N/A,Handball,2,0,Asphalt
2485,Stanley Isaacs Playground,N/A,Handball,6,0,Asphalt
2486,Mae Grant Playground,N/A,Handball,1,0,Asphalt
2487,P.S. 155 Playground,N/A,Handball,2,0,Asphalt
2488,Stanley Isaacs Playground,N/A,Handball,8,0,Asphalt
2489,Stanley Isaacs Playground,N/A,Handball,4,0,Asphalt
2490,Stanley Isaacs Playground,N/A,Handball,7,0,Asphalt
2491,Stanley Isaacs Playground,N/A,Handball,1,0,Asphalt
2492,Stanley Isaacs Playground,N/A,Handball,3,0,Asphalt
2493,John Jay Park,N/A,Handball,4,0,Asphalt
2494,John Jay Park,N/A,Handball,2,0,Asphalt
2495,St. Catherine's Park,N/A,Handball,2,0,Asphalt
2496,Rochdale Park,N/A,Handball,7,0,Asphalt
2497,White Playground,N/A,Handball,2,0,Asphalt
2498,Poor Richard's Playground,N/A,Handball,2,0,Asphalt
2499,Middle Village Playground,N/A,Handball,1,0,Concrete
2500,Benninger Playground,N/A,Handball,1,0,Concrete
2501,People's Park,N/A,Handball,2,0,Asphalt
2502,Marconi Park,N/A,Handball,2,0,Asphalt
2503,Marconi Park,N/A,Handball,1,0,Asphalt
2504,Louis Pasteur Park,N/A,Handball,6,0,Asphalt
2505,Louis Pasteur Park,N/A,Handball,1,0,Asphalt
2506,Electric Playground,N/A,Handball,2,0,Concrete
2507,Willets Point Playground,N/A,Handball,2,0,Concrete
2508,St. Albans Park,N/A,Handball,2,0,Asphalt
2509,Marie Curie Playground,N/A,Handball,1,0,Asphalt
2510,Admiral Playground,N/A,Handball,1,0,Asphalt
2511,Hoffman Park,N/A,Handball,2,0,Asphalt
2512,Marconi Park,N/A,Handball,3,0,Asphalt
2513,Marconi Park,N/A,Handball,4,0,Asphalt
2514,Haffen Park,N/A,Handball,3,0,Concrete
2515,Allerton Playground,N/A,Handball,3,0,Asphalt
2516,Belmont Playground,N/A,Handball,5,0,Concrete
2517,Belmont Playground,N/A,Handball,6,0,Concrete
2518,Haffen Park,N/A,Handball,2,0,Concrete
2519,Peter Minuit Playground,N/A,Handball,1,0,Concrete
2520,Baruch Playground,N/A,Handball,2,0,Asphalt
2521,Spuyten Duyvil Playground,N/A,Handball,1,0,Asphalt
2522,Spuyten Duyvil Playground,N/A,Handball,2,0,Asphalt
2523,Big Bush Playground,N/A,Handball,4,0,Asphalt
2524,Prall Playground,N/A,Handball,1,0,Concrete
2525,Playground Twenty One,N/A,Handball,4,0,Asphalt
2526,Monsignor Kett Playground,N/A,Handball,1,0,Asphalt
2527,Monsignor Kett Playground,N/A,Handball,3,0,Asphalt
2528,Peter Minuit Playground,N/A,Handball,3,0,Concrete
2529,Cypress Hills Playground,N/A,Handball,2,0,Asphalt
2530,Callahan-Kelly Playground,N/A,Handball,3,0,Asphalt
2531,Callahan-Kelly Playground,N/A,Handball,5,0,Asphalt
2532,Callahan-Kelly Playground,N/A,Handball,4,0,Asphalt
2533,Pomonok Playground,N/A,Handball,6,0,Asphalt
2534,Pomonok Playground,N/A,Handball,2,0,Asphalt
2535,Vleigh Playground,N/A,Handball,4,0,Asphalt
2536,Underhill Playground,N/A,Handball,2,0,Asphalt
2537,Washington Park,N/A,Handball,1,0,Concrete
2538,Washington Park,N/A,Handball,2,0,Concrete
2539,Washington Park,N/A,Handball,4,0,Concrete
2540,Tiffany Playground,N/A,Handball,4,0,Asphalt
2541,Fountain Of Youth Playground,N/A,Handball,1,0,Asphalt
2542,Corona Golf Playground,N/A,Handball,1,0,Concrete
2543,Big Bush Playground,N/A,Handball,3,0,Asphalt
2544,Big Bush Playground,N/A,Handball,6,0,Asphalt
2545,Harold Ickes Playground,N/A,Handball,1,0,Asphalt
2546,Bufano Park,N/A,Handball,3,0,Asphalt
2547,Bufano Park,N/A,Handball,5,0,Asphalt
2548,Mazzei Playground,N/A,Handball,3,0,Asphalt
2549,Loreto Playground,N/A,Handball,4,0,Asphalt
2550,Loreto Playground,N/A,Handball,3,0,Asphalt
2551,Barretto Point Park,N/A,Handball,1,0,Concrete
2552,Steuben Playground,N/A,Handball,4,0,Asphalt
2553,Taaffe Playground,N/A,Handball,2,0,Asphalt
2554,Taaffe Playground,N/A,Handball,1,0,Asphalt
2555,Farm Playground,N/A,Handball,2,0,Asphalt
2556,Jerome Playground South,N/A,Handball,6,0,Concrete
2557,Jerome Playground South,N/A,Handball,1,0,Concrete
2558,Jerome Playground South,N/A,Handball,3,0,Concrete
2559,Lafayette Gardens Playground,N/A,Handball,2,0,Asphalt
2560,Steuben Playground,N/A,Handball,3,0,Asphalt
2561,Steuben Playground,N/A,Handball,6,0,Asphalt
2562,Woodruff Playground,N/A,Handball,1,0,Concrete
2563,Midland Field,N/A,Handball,3,1,Asphalt
2564,Markham Playground,N/A,Handball,2,0,Asphalt
2565,Terrace Playground,N/A,Handball,1,0,Asphalt
2566,Dongan Playground,N/A,Handball,2,0,Asphalt
2567,Naples Playground,N/A,Handball,3,1,Asphalt
2568,Gen. Douglas MacArthur Park,N/A,Handball,3,1,Asphalt
2569,Gen. Douglas MacArthur Park,N/A,Handball,2,1,Asphalt
2570,Christopher J. Igneri Playground,N/A,Handball,4,1,Asphalt
2571,Christopher J. Igneri Playground,N/A,Handball,1,1,Asphalt
2572,Lieutenant John H. Martinson Playground,N/A,Handball,1,0,Asphalt
2573,Dugan Playground,N/A,Handball,2,0,Asphalt
2574,Dongan Playground,N/A,Handball,3,0,Asphalt
2575,East River Playground,N/A,Handball,2,0,Asphalt
2576,Tompkins Square Park,N/A,Handball,2,0,Asphalt
2577,McDonald Playground,N/A,Handball,1,0,Asphalt
2578,McDonald Playground,N/A,Handball,5,0,Asphalt
2579,McDonald Playground,N/A,Handball,4,0,Asphalt
2580,McDonald Playground,N/A,Handball,6,0,Asphalt
2581,Benson Playground,N/A,Handball,6,0,Asphalt
2582,Benson Playground,N/A,Handball,5,0,Asphalt
2583,Travers Park,N/A,Handball,1,0,Asphalt
2584,Louis C. Moser Playground,N/A,Handball,2,0,Asphalt
2585,East Springfield Playground,N/A,Handball,4,0,Asphalt
2586,Jacob H. Schiff Playground,N/A,Handball,4,0,Asphalt
2587,Jacob H. Schiff Playground,N/A,Handball,2,0,Asphalt
2588,Jacob H. Schiff Playground,N/A,Handball,3,0,Asphalt
2589,Playground One Twenty Five CXXV,N/A,Handball,3,0,Asphalt
2590,Playground One Twenty Five CXXV,N/A,Handball,4,0,Asphalt
2591,Playground One Twenty Five CXXV,N/A,Handball,2,0,Asphalt
2592,South Rochdale Playground,N/A,Handball,2,0,Asphalt
2593,Chelsea Park,N/A,Handball,5,0,Asphalt
2594,Chelsea Park,N/A,Handball,6,0,Asphalt
2595,Drew Playground,N/A,Handball,1,0,Asphalt
2596,Stebbins Playground,N/A,Handball,1,0,Asphalt
2597,Riverdale Playground,N/A,Handball,1,0,Asphalt
2598,Vidalia Park,N/A,Handball,1,0,Asphalt
2599,Space Time Playground,N/A,Handball,1,0,Asphalt
2600,Eastchester Playground,N/A,Handball,1,0,Asphalt
2601,Maria Hernandez Park,N/A,Handball,3,0,Asphalt
2602,Banneker Playground,N/A,Handball,4,0,Asphalt
2603,John Allen Payne Playground,N/A,Handball,2,0,Asphalt
2604,Russell Pedersen Playground,N/A,Handball,6,0,Asphalt
2605,Jackie Robinson Playground,N/A,Handball,3,0,Asphalt
2606,Neptune Playground,N/A,Handball,3,0,Concrete
2607,The Painter's Playground,N/A,Handball,1,0,Asphalt
2608,Bland Playground,N/A,Handball,2,1,Asphalt
2609,Luther Gulick Park,N/A,Handball,4,0,Asphalt
2610,Cherry Clinton Playground,N/A,Handball,2,0,Asphalt
2611,Cherry Clinton Playground,N/A,Handball,1,0,Asphalt
2612,Alfred E. Smith Playground,N/A,Handball,2,0,Asphalt
2613,Heckscher Playground,N/A,Handball,1,0,Asphalt
2614,Sgt. William Dougherty Playground,N/A,Handball,1,0,Asphalt
2615,Bridge Park 3,N/A,Handball,1,0,Asphalt
2616,Bridge Park 3,N/A,Handball,6,0,Asphalt
2617,Bridge Park 3,N/A,Handball,2,0,Asphalt
2618,Ten Eyck Playground,N/A,Handball,1,0,Asphalt
2619,Frost Playground,N/A,Handball,1,0,Asphalt
2620,Bedford Playground,N/A,Handball,2,0,Asphalt
2621,Gilbert Ramirez Park,N/A,Handball,2,0,Asphalt
2622,Mahoney Playground,N/A,Handball,3,0,Asphalt
2623,Mahoney Playground,N/A,Handball,4,0,Asphalt
2624,Lillian D Wald Playground,N/A,Handball,2,0,Asphalt
2625,Hamilton Fish Park,N/A,Handball,4,0,Asphalt
2626,Hamilton Fish Park,N/A,Handball,2,0,Asphalt
2627,Coleman Playground,N/A,Handball,1,0,Asphalt
2628,Mazzei Playground,N/A,Handball,1,0,Asphalt
2629,De Hostos Playground,N/A,Handball,2,0,Asphalt
2630,Annadale Playground,N/A,Handball,1,0,Asphalt
2631,Crowley Playground,N/A,Handball,3,0,Asphalt
2632,London Planetree Playground,N/A,Handball,8,0,Asphalt
2633,Breininger Park,N/A,Handball,2,0,Asphalt
2634,Booker T. Washington Playground,N/A,Handball,1,0,Asphalt
2635,Arverne Playground,N/A,Handball,4,0,Asphalt
2636,Grover Cleveland Playground,N/A,Handball,2,0,Concrete
2637,Evergreen Park,N/A,Handball,2,0,Concrete
2638,Benninger Playground,N/A,Handball,2,0,Concrete
2639,St. Catherine's Park,N/A,Handball,1,0,Asphalt
2640,Middleton Playground,N/A,Handball,3,0,Asphalt
2641,McDonald Playground,N/A,Handball,2,0,Asphalt
2642,Daniel M. O'Connell Playground,N/A,Handball,1,0,Asphalt
2643,Daniel M. O'Connell Playground,N/A,Handball,4,0,Asphalt
2644,Louis C. Moser Playground,N/A,Handball,1,0,Asphalt
2645,Travers Park,N/A,Handball,3,0,Asphalt
2646,St. Albans Park,N/A,Handball,1,0,Asphalt
2647,Bayside Playground,N/A,Handball,1,0,Asphalt
2648,First Park,N/A,Handball,4,0,Asphalt
2649,Alexander Hamilton Playground,N/A,Handball,1,0,Asphalt
2650,East Springfield Playground,N/A,Handball,3,0,Asphalt
2651,Raymond Bush Playground,N/A,Handball,1,0,Asphalt
2652,Caserta Playground,N/A,Handball,2,0,Asphalt
2653,Tiffany Playground,N/A,Handball,2,0,Asphalt
2654,John Jay Park,N/A,Handball,3,0,Asphalt
2655,Cherry Clinton Playground,N/A,Handball,4,0,Asphalt
2656,Thomas Greene Playground,N/A,Handball,2,1,Asphalt
2657,Cooper Park,N/A,Handball,4,0,Asphalt
2658,Watson Gleason Playground,N/A,Handball,1,0,Asphalt
2659,Melrose Playground,N/A,Handball,3,0,Concrete
2660,Powell Playground,N/A,Handball,1,0,Asphalt
2661,Brownsville Playground,N/A,Handball,8,0,Asphalt
2662,Neptune Playground,N/A,Handball,2,0,Concrete
2663,Nautilus Playground,N/A,Handball,2,0,Concrete
2664,Russell Pedersen Playground,N/A,Handball,2,0,Asphalt
