name,type,Borough,EditDate,latitude,longitude,Status,ClosureType
Yak Playground,pg,B,2020-05-21 11:10:20,40.592253322422835,-73.93647236619319,COVID-19 Closure,Completely Locked
Herbert Von King Park,pg,B,2020-05-21 12:52:58,40.68955149913746,-73.94588462732864,COVID-19 Closure,Completely Locked
Story Playground,pg,X,2020-05-21 11:10:05,40.82299728387451,-73.86268164098175,COVID-19 Closure,Completely Locked
Moore Playground,pg,M,2020-05-21 11:07:41,40.80951407264196,-73.93842163821196,COVID-19 Closure,Completely Locked
Carnegie Plgd,pg,B,2020-05-21 11:05:41,40.715961714209335,-73.93740729300777,COVID-19 Closure,Completely Locked
Mariners Harbor Playground,pg,R,2020-05-21 11:09:19,40.63660239241062,-74.16047836121987,COVID-19 Closure,Completely Locked
Houston Playground,pg,B,2020-05-21 11:06:56,40.672163418147875,-73.90510802952913,COVID-19 Closure,Completely Locked
Jaime Campiz Playground,pg,B,2020-05-21 11:06:15,40.7137297916574,-73.95420923682777,COVID-19 Closure,Completely Locked
Bowne Playground,pg,Q,2020-05-21 11:08:45,40.758000548629745,-73.82468364765003,COVID-19 Closure,Completely Locked
Spirit Playground,pg,Q,2020-05-21 11:09:09,40.761217631730304,-73.94124714774448,COVID-19 Closure,Completely Locked
Plimpton Playground,pg,X,2020-05-21 11:09:53,40.84394090683236,-73.92246746319363,COVID-19 Closure,Completely Locked
Playground For All Children,pg,X,2020-05-21 11:09:39,40.84874823876228,-73.82549377615165,COVID-19 Closure,Completely Locked
Mahoney Playground,pg,R,2020-05-21 11:09:17,40.643196248871476,-74.08539886806311,COVID-19 Closure,Completely Locked
Nathan Weidenbaum Playground,pg,Q,2020-05-21 11:08:35,40.738169440767614,-73.90243687829776,COVID-19 Closure,Completely Locked
Morris Garden,pg,X,2020-05-21 11:10:13,40.85463227135476,-73.90378760575753,COVID-19 Closure,Completely Locked
St. Mark's Playground,pg,B,2020-05-21 11:10:30,40.67467549089456,-73.9401837154714,COVID-19 Closure,Not Lockable
Grove Hill Playground,pg,X,2020-05-21 11:10:09,40.819959462861476,-73.90876665113332,COVID-19 Closure,Completely Locked
Classon Playground,pg,B,2020-05-21 11:10:26,40.69907078863519,-73.96206992891585,COVID-19 Closure,Completely Locked
